hatlev5,hatfield,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1,0,.0120977499,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775,.01209775
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,.0601258166,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817,.060125817
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125,.0042342125
2,4,.0175417364,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736,.017541736
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,.1392451078,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511,.13924511
2,8,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874,.0054439874
2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,.0101621095,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211,.01016211
2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,.0170578267,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827,.017057827
3,3,.0698040128,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013,.069804013
3,4,.0999274105,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741,.09992741
3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076,.0064118076
3,7,.2311879992,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188,.231188
3,8,.0365352035,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203,.036535203
3,9,.0122187277,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728,.012218728
3,10,.0434309207,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921,.043430921
3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797,.0087103797
4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
