toret,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071
-20,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021,0.0512415801525021
-19,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598,0.0560772920748598
-18,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785,0.0597687270700785
-17,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467,0.0672536707426467
-16,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275,0.0722115362332275
-15,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565,0.0813887576759565
-14,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976,0.0905174572959976
-13,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271,0.0983667705752271
-12,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332,0.104970960027332
-11,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296,0.108196907041296
-10,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159,0.118645561070159
-9,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962,0.128507295173962
-8,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471,0.13050097667471
-7,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003,0.141719339021003
-6,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014,0.155712240322014
-5,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031,0.163566458181031
-4,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902,0.181270051996902
-3,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468,0.192351677777468
-2,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418,0.195890487969418
-1,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997,0.189934208699997
0,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302,0.0729666032834302
