toret,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
0,0.830496150556031,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079,0.799036600189079
1,0.0626424036212292,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866,0.0611464968152866
2,0.00376061345006904,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045,0.00620332450012045
3,0.00133701248826558,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494,0.00242474421905494
4,0.000521255646936175,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272,0.000949203244549272
5,0.000509286998202516,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234,0.000352123008304234
6,0.0000918667319941205,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894,0.000303766707168894
7,0.000153936147286106,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933,0.000310877607485933
8,0.0000940350437262953,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593,0.000187993482892593
9,0.000166428119695104,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213,0.000127930405859213
